,牛号,月龄,胎次,繁殖状态,泌乳天数,产后天数,空怀天数,配种次数,奶量1,奶量2,牛舍名称,出生日期,父亲牛号,外祖父号,繁殖代码_,怀孕日期,产犊日期,干奶日期,配种日期,流产日期,与配公牛,配种组,RC
585,160134,48,3,已配未检,99,99,-1,1,48,48,红达105高产,10/13/2016,029HO15384,-1,-1,01/01/1970,07/29/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
586,160137,48,2,复检+,413,413,269,5,48,48,红达301病房,10/15/2016,151HO00569,-1,-1,06/14/2020,09/19/2019,01/01/1970,06/14/2020,01/01/1970,029HO18790,0,5
587,160138,48,2,已配未检,83,83,-1,1,48,48,红达103高产,10/16/2016,151HO00569,-1,-1,01/01/1970,08/14/2020,01/01/1970,09/30/2020,01/01/1970,11116697,0,4
588,160142,48,1,复检+,499,549,277,7,48,48,红达2号干奶围产,10/18/2016,529HO13402,-1,-1,02/08/2020,05/06/2019,09/15/2020,02/08/2020,01/01/1970,15180513,0,5
589,160154,48,3,已配未检,78,78,-1,1,48,48,红达105高产,10/27/2016,529HO14269,-1,-1,01/01/1970,08/19/2020,01/01/1970,10/19/2020,01/01/1970,31106121,0,4
590,160163,48,2,初检+,111,111,44,1,48,48,红达103高产,11/06/2016,529HO14269,-1,-1,08/31/2020,07/17/2020,01/01/1970,08/31/2020,01/01/1970,029HO18790,0,5
591,160172,47,3,产后未配,39,39,-1,0,47,47,红达103高产,11/11/2016,529HO14269,-1,-1,01/01/1970,09/27/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
592,160173,47,2,初检+,202,202,127,3,47,47,红达105高产,11/11/2016,529HO14269,-1,-1,08/22/2020,04/17/2020,01/01/1970,08/22/2020,01/01/1970,029HO18790,0,5
593,160175,47,2,已配未检,297,297,-1,3,47,47,红达104低产,11/11/2016,529HO14269,-1,-1,01/01/1970,01/13/2020,01/01/1970,10/13/2020,01/01/1970,11116697,0,4
594,160180,47,3,已配未检,67,67,-1,1,47,47,红达105高产,11/15/2016,529HO14269,-1,-1,01/01/1970,08/30/2020,01/01/1970,10/17/2020,01/01/1970,11116697,0,4
595,160182,47,3,已配未检,60,60,-1,1,47,47,红达105高产,11/19/2016,529HO14269,-1,-1,01/01/1970,09/06/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
596,160185,47,2,初检-,99,99,-1,1,47,47,红达103高产,11/20/2016,151HO00569,-1,-1,01/01/1970,07/29/2020,01/01/1970,09/27/2020,01/01/1970,029HO18790,0,3
597,160192,47,2,产后未配,7,7,-1,0,47,47,红达301产房,11/28/2016,151HO00569,-1,-1,01/01/1970,10/29/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
598,160198,47,2,复检+,304,304,161,4,47,47,红达103高产,12/05/2016,529HO14269,-1,-1,06/15/2020,01/06/2020,01/01/1970,06/15/2020,01/01/1970,029HO18790,0,5
599,160199,47,3,已配未检,63,63,-1,1,47,47,红达105高产,12/07/2016,151HO00569,-1,-1,01/01/1970,09/03/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
600,160201,46,3,已配未检,188,188,-1,3,46,46,红达301病房,12/09/2016,-1,-1,-1,01/01/1970,05/01/2020,01/01/1970,09/30/2020,01/01/1970,11116697,0,4
601,160202,46,2,复检+,333,333,163,3,46,46,红达104低产,12/11/2016,AUSHO1657573,-1,-1,05/20/2020,12/08/2019,01/01/1970,05/20/2020,01/01/1970,029HO18790,0,5
602,160206,46,2,已配未检,178,178,-1,3,46,46,红达103高产,12/14/2016,AUSHO1657573,-1,-1,01/01/1970,05/11/2020,01/01/1970,10/13/2020,01/01/1970,11116697,0,4
603,160211,46,3,产后未配,20,20,-1,0,46,46,红达102新产,12/16/2016,AUSHO1657573,-1,-1,01/01/1970,10/16/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
604,160225,46,3,已配未检,97,97,-1,1,46,46,红达301病房,12/21/2016,AUSHO1657573,-1,-1,01/01/1970,07/31/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
605,160227,46,2,已配未检,126,126,-1,4,46,46,红达103高产,12/22/2016,AUSHO1657573,-1,-1,01/01/1970,07/02/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
606,160234,46,2,产后未配,17,17,-1,0,46,46,红达102新产,12/26/2016,AUSHO1657573,-1,-1,01/01/1970,10/19/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
607,160237,46,3,产后未配,67,67,-1,0,46,46,红达105高产,12/26/2016,029HO15384,-1,-1,01/01/1970,08/30/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
608,160243,46,2,产后未配,53,53,-1,0,46,46,红达103高产,12/29/2016,AUSHO1657573,-1,-1,01/01/1970,09/13/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
609,160244,46,2,产后未配,16,16,-1,0,46,46,红达102新产,12/29/2016,AUSHO1657573,-1,-1,01/01/1970,10/20/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
610,160246,46,2,产后未配,32,32,-1,0,46,46,红达102新产,12/31/2016,029HO15384,-1,-1,01/01/1970,10/04/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
611,160934,55,2,初检-,437,437,-1,1,55,55,红达103高产,03/12/2016,-1,-1,-1,01/01/1970,08/26/2019,01/01/1970,10/21/2019,01/01/1970,15180513,0,3
612,160942,54,2,初检-,222,222,-1,6,54,54,红达105高产,04/20/2016,-1,-1,-1,01/01/1970,03/28/2020,01/01/1970,09/20/2020,01/01/1970,029HO18790,0,3
613,160953,53,3,已配未检,167,167,-1,5,53,53,红达103高产,05/19/2016,-1,-1,-1,01/01/1970,05/22/2020,01/01/1970,10/17/2020,01/01/1970,11116697,0,4
614,160966,52,3,已配未检,71,71,-1,1,52,52,红达105高产,06/23/2016,-1,-1,-1,01/01/1970,08/26/2020,01/01/1970,10/10/2020,01/01/1970,11116697,0,4
615,160969,51,3,初检+,175,175,134,3,51,51,红达103高产,07/11/2016,-1,-1,-1,09/25/2020,05/14/2020,01/01/1970,09/25/2020,01/01/1970,029HO18790,0,5
616,160970,51,3,已配未检,84,84,-1,1,51,51,红达103高产,07/20/2016,-1,-1,-1,01/01/1970,08/13/2020,01/01/1970,09/30/2020,01/01/1970,11116697,0,4
617,160979,50,2,复检+,365,371,152,3,50,50,红达201干奶牛,08/18/2016,-1,-1,-1,03/31/2020,10/31/2019,10/29/2020,03/31/2020,01/01/1970,029HO18790,0,5
618,160999,48,3,已配未检,61,61,-1,1,48,48,红达105高产,11/01/2016,-1,-1,-1,01/01/1970,09/05/2020,01/01/1970,10/22/2020,01/01/1970,31106121,0,4
619,161003,47,3,已配未检,64,64,-1,1,47,47,红达105高产,11/25/2016,-1,-1,-1,01/01/1970,09/02/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
620,161008,47,2,已配未检,278,278,-1,3,47,47,红达103高产,12/05/2016,-1,-1,-1,01/01/1970,02/01/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
621,161011,47,2,复检+,217,217,120,3,47,47,红达103高产,12/06/2016,-1,-1,-1,07/31/2020,04/02/2020,01/01/1970,07/31/2020,01/01/1970,029HO18790,0,5
622,161018,46,2,已配未检,219,219,-1,4,46,46,红达105高产,12/30/2016,-1,-1,-1,01/01/1970,03/31/2020,01/01/1970,09/30/2020,01/01/1970,11116697,0,4
623,161019,46,2,复检+,298,298,128,3,46,46,红达103高产,01/05/2017,-1,-1,-1,05/20/2020,01/12/2020,01/01/1970,05/20/2020,01/01/1970,029HO18790,0,5
624,170004,46,1,流产未配,469,469,-1,4,46,46,红达301病房,01/02/2017,AUSHO1657573,-1,-1,01/01/1970,07/25/2019,01/01/1970,03/31/2020,10/26/2020,029HO18790,0,3
625,170008,46,2,复检+,389,389,200,4,46,46,红达105高产,01/03/2017,029HO15384,-1,-1,04/30/2020,10/13/2019,01/01/1970,04/30/2020,01/01/1970,029HO18790,0,5
626,170009,46,2,复检+,209,209,62,1,46,46,红达105高产,01/04/2017,AUSHO1657573,-1,-1,06/12/2020,04/10/2020,01/01/1970,06/12/2020,01/01/1970,029HO18790,0,5
627,170010,46,3,已配未检,63,63,-1,1,46,46,红达105高产,01/04/2017,AUSHO1657573,-1,-1,01/01/1970,09/03/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
628,170013,46,2,复检+,367,417,155,3,46,46,红达2号干奶围产,01/06/2017,AUSHO1657573,-1,-1,02/18/2020,09/15/2019,09/15/2020,02/18/2020,01/01/1970,15108513,0,5
629,170014,45,3,已配未检,139,139,-1,2,45,45,红达103高产,01/09/2017,AUSHO1657573,-1,-1,01/01/1970,06/19/2020,01/01/1970,10/08/2020,01/01/1970,11116697,0,4
630,170017,45,2,复检+,327,377,185,5,45,45,红达201干奶牛,01/09/2017,AUSHO1657573,-1,-1,04/27/2020,10/25/2019,09/15/2020,04/27/2020,01/01/1970,029HO18790,0,5
631,170034,45,2,复检+,262,262,80,2,45,45,红达104低产,01/23/2017,AUSHO1657573,-1,-1,05/07/2020,02/17/2020,01/01/1970,05/07/2020,01/01/1970,029HO18790,0,5
632,170036,45,2,复检+,278,326,61,1,45,45,红达2号干奶围产,01/25/2017,151HO00653,-1,-1,02/14/2020,12/15/2019,09/17/2020,02/14/2020,01/01/1970,15180513,0,5
633,170042,45,2,复检+,135,135,47,1,45,45,红达105高产,02/03/2017,151HO00653,-1,-1,08/10/2020,06/23/2020,01/01/1970,08/10/2020,01/01/1970,029HO18790,0,5
634,170054,44,3,产后未配,11,11,-1,0,44,44,红达102新产,02/16/2017,AUSHO1657573,-1,-1,01/01/1970,10/25/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
635,170058,44,2,初检-,88,88,-1,1,44,44,红达105高产,02/22/2017,AUSHO1682910,-1,-1,01/01/1970,08/09/2020,01/01/1970,09/23/2020,01/01/1970,029HO18790,0,3
636,170067,43,2,复检+,256,256,64,1,43,43,红达301产房,03/14/2017,AUSHO1682910,-1,-1,04/27/2020,02/23/2020,01/01/1970,04/27/2020,01/01/1970,029HO18790,0,5
637,170068,43,1,复检+,526,585,304,4,43,43,红达2号干奶围产,03/15/2017,AUSHO1682910,-1,-1,01/30/2020,03/31/2019,09/06/2020,01/30/2020,11/28/2019,15180513,0,5
638,170073,43,2,复检+,179,179,67,2,43,43,红达103高产,03/21/2017,151HO00653,-1,-1,07/16/2020,05/10/2020,01/01/1970,07/16/2020,01/01/1970,029HO18790,0,5
639,170081,43,2,复检+,266,266,153,3,43,43,红达105高产,03/30/2017,AUSHO1682910,-1,-1,07/15/2020,02/13/2020,01/01/1970,07/15/2020,01/01/1970,029HO18790,0,5
640,170083,43,2,复检+,306,306,114,3,43,43,红达105高产,03/31/2017,151HO00653,-1,-1,04/27/2020,01/04/2020,01/01/1970,04/27/2020,01/01/1970,029HO18790,0,5
641,170092,42,2,复检+,245,245,61,1,42,42,红达105高产,04/11/2017,151HO00653,-1,-1,05/06/2020,03/05/2020,01/01/1970,05/06/2020,01/01/1970,029HO18790,0,5
642,170094,42,2,复检+,226,226,45,1,42,42,红达103高产,04/12/2017,151HO00653,-1,-1,05/08/2020,03/24/2020,01/01/1970,05/08/2020,01/01/1970,029HO18790,0,5
643,170095,42,2,复检+,153,153,54,1,42,42,红达103高产,04/15/2017,AUSHO1682910,-1,-1,07/30/2020,06/05/2020,01/01/1970,07/30/2020,01/01/1970,029HO18790,0,5
644,170096,42,2,复检+,247,247,64,1,42,42,红达104低产,04/16/2017,AUSHO1682910,1184,-1,05/06/2020,03/03/2020,01/01/1970,05/06/2020,01/01/1970,029HO18790,0,5
645,170097,42,2,复检+,184,184,44,1,42,42,红达105高产,04/16/2017,151HO00653,-1,-1,06/19/2020,05/05/2020,01/01/1970,06/19/2020,01/01/1970,029HO18790,0,5
646,170101,42,2,复检+,280,280,111,1,42,42,红达103高产,04/19/2017,AUSHO1682910,-1,-1,05/20/2020,01/30/2020,01/01/1970,05/20/2020,01/01/1970,029HO18790,0,5
647,170102,42,2,初检-,276,276,-1,3,42,42,红达301病房,04/22/2017,AUSHO1682910,-1,-1,01/01/1970,02/03/2020,01/01/1970,08/12/2020,01/01/1970,029HO18790,0,3
648,170103,42,2,已配未检,72,72,-1,1,42,42,红达105高产,04/23/2017,AUSHO1682910,-1,-1,01/01/1970,08/25/2020,01/01/1970,10/27/2020,01/01/1970,31106121,0,4
649,170104,42,2,复检+,229,229,68,1,42,42,红达105高产,04/24/2017,AUSHO1682910,-1,-1,05/28/2020,03/21/2020,01/01/1970,05/28/2020,01/01/1970,029HO18790,0,5
650,170105,42,2,已配未检,142,142,-1,2,42,42,红达105高产,04/24/2017,AUSHO1682910,-1,-1,01/01/1970,06/16/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
651,170107,42,2,复检+,202,202,56,1,42,42,红达103高产,04/28/2017,151HO00653,-1,-1,06/12/2020,04/17/2020,01/01/1970,06/12/2020,01/01/1970,029HO18790,0,5
652,170110,42,2,已配未检,113,113,-1,2,42,42,红达103高产,05/04/2017,AUSHO1682910,-1,-1,01/01/1970,07/15/2020,01/01/1970,10/22/2020,01/01/1970,31106121,0,4
653,170111,42,2,初检+,205,205,157,4,42,42,红达105高产,05/04/2017,151HO00653,-1,-1,09/18/2020,04/14/2020,01/01/1970,09/18/2020,01/01/1970,029HO18790,0,5
654,170112,42,2,复检+,270,278,89,1,42,42,红达201干奶牛,05/08/2017,151HO00653,1028,-1,04/30/2020,02/01/2020,10/27/2020,04/30/2020,01/01/1970,029HO18790,0,5
655,170122,41,1,复检+,533,588,312,5,41,41,红达2号干奶围产,05/29/2017,151HO00653,-1,-1,02/04/2020,03/28/2019,09/10/2020,02/04/2020,01/01/1970,15180513,0,5
656,170126,41,2,复检+,268,268,95,2,41,41,红达105高产,06/03/2017,151HO00653,-1,-1,05/16/2020,02/11/2020,01/01/1970,05/16/2020,01/01/1970,029HO18790,0,5
657,170130,41,2,复检+,250,250,66,1,41,41,红达105高产,06/05/2017,151HO00653,-1,-1,05/05/2020,02/29/2020,01/01/1970,05/05/2020,01/01/1970,029HO18790,0,5
658,170131,40,2,初检+,161,161,111,1,40,40,红达103高产,06/08/2017,151HO00653,-1,-1,09/16/2020,05/28/2020,01/01/1970,09/16/2020,01/01/1970,029HO18790,0,5
659,170134,40,2,已配未检,193,193,-1,3,40,40,红达105高产,06/12/2017,151HO00653,-1,-1,01/01/1970,04/26/2020,01/01/1970,10/19/2020,01/01/1970,31106121,0,4
660,170139,40,2,复检+,220,220,91,3,40,40,红达104低产,06/29/2017,AUSHO1682910,1098,-1,06/29/2020,03/30/2020,01/01/1970,06/29/2020,01/01/1970,029HO18790,0,5
661,170141,40,2,产后未配,50,50,-1,0,40,40,红达103高产,07/06/2017,AUSHO1682910,-1,-1,01/01/1970,09/16/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
662,170142,39,2,初检+,118,118,67,1,39,39,红达105高产,07/09/2017,151HO00653,-1,-1,09/15/2020,07/10/2020,01/01/1970,09/15/2020,01/01/1970,029HO18790,0,5
663,170151,39,2,已配未检,182,182,-1,3,39,39,红达103高产,07/27/2017,151HO00684,-1,-1,01/01/1970,05/07/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
664,170152,39,2,产后未配,5,5,-1,0,39,39,红达301产房,07/28/2017,151HO00644,-1,-1,01/01/1970,10/31/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
665,170158,38,2,初检-,156,156,-1,2,38,38,红达103高产,08/14/2017,151HO03060,-1,-1,01/01/1970,06/02/2020,01/01/1970,09/16/2020,01/01/1970,029HO18790,0,3
666,170160,38,2,产后未配,50,50,-1,0,38,38,红达105高产,08/16/2017,AUSHO1682910,-1,-1,01/01/1970,09/16/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
667,170161,38,2,初检-,119,119,-1,1,38,38,红达105高产,08/16/2017,151HO00684,-1,-1,01/01/1970,07/09/2020,01/01/1970,09/15/2020,01/01/1970,029HO18790,0,3
668,170164,38,2,初检-,100,100,-1,2,38,38,红达301病房,08/21/2017,-1,-1,-1,01/01/1970,07/28/2020,01/01/1970,09/27/2020,01/01/1970,029HO18790,0,3
669,170166,38,2,产后未配,107,107,-1,0,38,38,红达105高产,08/23/2017,151HO00684,-1,-1,01/01/1970,07/21/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
670,170173,38,2,已配未检,66,66,-1,2,38,38,红达105高产,09/03/2017,151HO03060,-1,-1,01/01/1970,08/31/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
671,170175,37,2,已配未检,120,120,-1,2,37,37,红达103高产,09/09/2017,151HO03060,-1,-1,01/01/1970,07/08/2020,01/01/1970,10/14/2020,01/01/1970,11116697,0,4
672,170177,37,2,复检+,273,273,115,1,37,37,红达104低产,09/12/2017,151HO03060,-1,-1,05/31/2020,02/06/2020,01/01/1970,05/31/2020,01/01/1970,029HO18790,0,5
673,170181,37,2,初检+,126,126,60,1,37,37,红达103高产,09/17/2017,151HO03060,-1,-1,08/31/2020,07/02/2020,01/01/1970,08/31/2020,01/01/1970,029HO18790,0,5
674,170182,37,2,已配未检,73,73,-1,1,37,37,红达105高产,09/18/2017,151HO03060,-1,-1,01/01/1970,08/24/2020,01/01/1970,10/27/2020,01/01/1970,31106121,0,4
675,170185,37,2,已配未检,71,71,-1,1,37,37,红达105高产,09/23/2017,151HO03060,-1,-1,01/01/1970,08/26/2020,01/01/1970,10/27/2020,01/01/1970,31106121,0,4
676,170187,37,2,产后未配,24,24,-1,0,37,37,红达102新产,09/26/2017,AUSHO1682910,-1,-1,01/01/1970,10/12/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
677,170188,37,2,已配未检,124,124,-1,2,37,37,红达301病房,09/26/2017,151HO03060,-1,-1,01/01/1970,07/04/2020,01/01/1970,10/13/2020,01/01/1970,11116697,0,4
678,170190,37,2,产后未配,32,32,-1,0,37,37,红达102新产,09/29/2017,151HO03060,-1,-1,01/01/1970,10/04/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
679,170193,37,2,产后未配,38,38,-1,0,37,37,红达105高产,09/30/2017,AUSHO1682910,-1,-1,01/01/1970,09/28/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
680,170194,37,2,已配未检,133,133,-1,3,37,37,红达103高产,10/02/2017,151HO03060,-1,-1,01/01/1970,06/25/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
681,170195,37,2,初检-,114,114,-1,1,37,37,红达103高产,10/03/2017,151HO03060,-1,-1,01/01/1970,07/14/2020,01/01/1970,09/15/2020,01/01/1970,029HO18790,0,3
682,170201,36,2,初检+,133,133,94,2,36,36,红达105高产,10/16/2017,151HO03060,-1,-1,09/27/2020,06/25/2020,01/01/1970,09/27/2020,01/01/1970,029HO18790,0,5
683,170202,36,2,已配未检,99,99,-1,3,36,36,红达105高产,10/17/2017,151HO03060,-1,-1,01/01/1970,07/29/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
684,170209,36,2,已配未检,110,110,-1,2,36,36,红达105高产,10/27/2017,151HO03060,-1,-1,01/01/1970,07/18/2020,01/01/1970,09/30/2020,01/01/1970,11116697,0,4
685,170210,36,2,产后未配,68,68,-1,0,36,36,红达103高产,11/02/2017,151HO03060,-1,-1,01/01/1970,08/29/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
686,170211,36,2,产后未配,61,61,-1,0,36,36,红达102新产,11/03/2017,151HO03060,-1,-1,01/01/1970,09/05/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
687,170213,36,1,复检+,424,424,230,5,36,36,红达102新产,11/05/2017,AUSHO1682910,-1,-1,04/26/2020,09/08/2019,01/01/1970,04/26/2020,01/01/1970,029HO18790,0,5
688,170216,35,2,产后未配,101,101,-1,0,35,35,红达103高产,11/11/2017,151HO03060,-1,-1,01/01/1970,07/27/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
689,170218,35,2,产后未配,55,55,-1,0,35,35,红达105高产,11/12/2017,AUSHO1682910,-1,-1,01/01/1970,09/11/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
690,170219,35,2,初检-,77,77,-1,1,35,35,红达105高产,11/14/2017,AUSHO1682910,-1,-1,01/01/1970,08/20/2020,01/01/1970,09/18/2020,01/01/1970,029HO18790,0,3
691,170221,35,2,已配未检,124,124,-1,3,35,35,红达105高产,11/15/2017,151HO03060,-1,-1,01/01/1970,07/04/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
692,170223,35,2,已配未检,96,96,-1,2,35,35,红达105高产,11/15/2017,151HO03060,-1,-1,01/01/1970,08/01/2020,01/01/1970,10/24/2020,01/01/1970,3110621,0,4
693,170224,35,2,产后未配,55,55,-1,0,35,35,红达105高产,11/15/2017,151HO03060,-1,-1,01/01/1970,09/11/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
694,170225,35,1,复检+,421,421,263,6,35,35,红达104低产,11/16/2017,151HO03060,-1,-1,05/31/2020,09/11/2019,01/01/1970,05/31/2020,01/01/1970,029HO18790,0,5
695,170226,35,1,复检+,377,377,293,2,35,35,红达103高产,11/17/2017,151HO03060,-1,-1,08/13/2020,10/25/2019,01/01/1970,08/13/2020,01/01/1970,029HO18790,0,5
696,170228,35,2,已配未检,93,93,-1,1,35,35,红达105高产,11/20/2017,151HO01610,-1,-1,01/01/1970,08/04/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
697,170230,35,1,复检+,368,368,171,3,35,35,红达105高产,11/22/2017,AUSHO1682910,-1,-1,04/23/2020,11/03/2019,01/01/1970,04/23/2020,01/01/1970,029HO18790,0,5
698,170233,35,1,复检+,310,310,121,2,35,35,红达105高产,11/24/2017,151HO03060,-1,-1,05/01/2020,12/31/2019,01/01/1970,05/01/2020,01/01/1970,029HO18790,0,5
699,170234,35,2,已配未检,91,91,-1,2,35,35,红达105高产,11/25/2017,AUSHO1682910,-1,-1,01/01/1970,08/06/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
700,170241,35,1,复检+,333,372,111,2,35,35,红达2号干奶围产,12/03/2017,151HO03060,-1,-1,02/18/2020,10/30/2019,09/26/2020,02/18/2020,01/01/1970,15108513,0,5
701,170242,35,1,复检+,375,375,205,4,35,35,红达106高产,12/06/2017,151HO03060,-1,-1,05/19/2020,10/27/2019,01/01/1970,05/19/2020,01/01/1970,029HO18790,0,5
702,170245,35,2,产后未配,44,44,-1,0,35,35,红达105高产,12/06/2017,151HO03060,-1,-1,01/01/1970,09/22/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
703,170246,34,2,已配未检,60,60,-1,1,34,34,红达105高产,12/08/2017,AUSHO1682910,-1,-1,01/01/1970,09/06/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
704,170247,34,2,产后未配,22,22,-1,0,34,34,红达102新产,12/08/2017,151HO01610,-1,-1,01/01/1970,10/14/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
705,170251,34,2,已配未检,59,59,-1,1,34,34,红达105高产,12/09/2017,151HO01610,-1,-1,01/01/1970,09/07/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
706,170253,34,1,复检+,393,393,202,4,34,34,红达106高产,12/11/2017,151HO01610,-1,-1,04/29/2020,10/09/2019,01/01/1970,04/29/2020,01/01/1970,029HO18790,0,5
707,170255,34,2,已配未检,67,67,-1,1,34,34,红达105高产,12/13/2017,AUSHO1682910,-1,-1,01/01/1970,08/30/2020,01/01/1970,10/27/2020,01/01/1970,31106121,0,4
708,170258,34,2,已配未检,61,61,-1,1,34,34,红达105高产,12/15/2017,151HO03060,-1,-1,01/01/1970,09/05/2020,01/01/1970,10/19/2020,01/01/1970,31106121,0,4
709,170262,34,1,复检+,315,315,147,3,34,34,红达106高产,12/18/2017,151HO01610,-1,-1,05/21/2020,12/26/2019,01/01/1970,05/21/2020,01/01/1970,029HO18790,0,5
710,170263,34,1,复检+,289,289,123,2,34,34,红达105高产,12/18/2017,151HO01610,-1,-1,05/23/2020,01/21/2020,01/01/1970,05/23/2020,01/01/1970,029HO18790,0,5
711,170268,34,1,已配未检,331,331,-1,3,34,34,红达104低产,12/23/2017,151HO01610,-1,-1,01/01/1970,12/10/2019,01/01/1970,10/11/2020,01/01/1970,11116697,0,4
712,170269,34,1,复检+,263,311,44,1,34,34,红达2号干奶围产,12/25/2017,151HO01610,-1,-1,02/13/2020,12/30/2019,09/17/2020,02/13/2020,01/01/1970,15180513,0,5
713,170271,34,1,复检+,219,219,61,1,34,34,红达106高产,12/26/2017,151HO01610,-1,-1,05/31/2020,03/31/2020,01/01/1970,05/31/2020,01/01/1970,029HO18790,0,5
714,170276,34,2,已配未检,59,59,-1,1,34,34,红达105高产,12/29/2017,151HO01610,-1,-1,01/01/1970,09/07/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
715,171020,45,2,已配未检,380,380,-1,4,45,45,红达104低产,01/10/2017,-1,-1,-1,01/01/1970,10/22/2019,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
716,171024,45,2,产后未配,57,57,-1,0,45,45,红达105高产,01/19/2017,-1,-1,-1,01/01/1970,09/09/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
717,171025,45,1,复检+,498,604,275,4,45,45,红达2号干奶围产,01/25/2017,-1,-1,-1,12/12/2019,03/12/2019,07/21/2020,12/12/2019,01/01/1970,11109875,0,5
718,171027,45,2,初检-,268,268,-1,4,45,45,红达105高产,01/31/2017,-1,-1,-1,01/01/1970,02/11/2020,01/01/1970,09/27/2020,05/28/2020,029HO18790,0,3
719,171030,44,2,已配未检,260,260,-1,3,44,44,红达103高产,02/11/2017,-1,-1,-1,01/01/1970,02/19/2020,01/01/1970,10/13/2020,01/01/1970,11116697,0,4
720,171031,44,1,复检+,516,571,295,4,44,44,红达2号干奶围产,02/12/2017,-1,-1,-1,02/04/2020,04/14/2019,09/10/2020,02/04/2020,11/20/2019,15180513,0,5
721,171033,44,2,复检+,288,288,92,2,44,44,红达105高产,02/15/2017,-1,-1,-1,04/23/2020,01/22/2020,01/01/1970,04/23/2020,01/01/1970,029HO18790,0,5
722,171045,44,3,已配未检,57,57,-1,1,44,44,红达105高产,02/27/2017,-1,-1,-1,01/01/1970,09/09/2020,01/01/1970,10/25/2020,01/01/1970,31106121,0,4
723,171048,44,2,产后未配,100,100,-1,0,44,44,红达105高产,03/02/2017,-1,-1,-1,01/01/1970,07/28/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
724,171051,44,2,复检+,310,365,88,2,44,44,红达2号干奶围产,03/07/2017,-1,-1,-1,02/02/2020,11/06/2019,09/10/2020,02/02/2020,01/01/1970,15180513,0,5
725,171052,43,2,复检+,281,281,88,2,43,43,红达104低产,03/09/2017,-1,-1,-1,04/26/2020,01/29/2020,01/01/1970,04/26/2020,01/01/1970,029HO18790,0,5
726,171058,43,1,复检+,374,374,215,5,43,43,红达106高产,03/26/2017,-1,-1,-1,05/31/2020,10/28/2019,01/01/1970,05/31/2020,01/01/1970,029HO18790,0,5
727,171061,43,2,复检+,260,260,67,1,43,43,红达105高产,04/03/2017,-1,-1,-1,04/26/2020,02/19/2020,01/01/1970,04/26/2020,01/01/1970,029HO18790,0,5
728,171064,43,2,初检-,159,159,-1,2,43,43,红达103高产,04/06/2017,-1,-1,-1,01/01/1970,05/30/2020,01/01/1970,09/16/2020,01/01/1970,029HO18790,0,3
729,171069,42,1,复检+,512,551,288,2,42,42,红达2号干奶围产,04/28/2017,-1,-1,-1,02/16/2020,05/04/2019,09/26/2020,02/16/2020,01/01/1970,15108513,0,5
